Guardian Details,Detalles del Tutor,
Guardian Interest,Interés del Tutor,
Guardian Interests,Intereses del Tutor,
Guardian Name,Nombre del Tutor,
Guardian Student,Tutor del Estudiante,
Guardian1 Email ID,ID de correo electrónico del Tutor1,
Guardian1 Mobile No,Móvil del Tutor1,
Guardian1 Name,Nombre del Tutor1,
Guardian2 Email ID,ID de correo electrónico del Tutor2,
Guardian2 Mobile No,Móvil del Tutor2,
Guardian2 Name,Nombre del Tutor2,
Guardians,Tutores,
Guest,Invitado,
Guest Name,Nombre del Invitado,
HLC-APP-.YYYY.-,HLC-APP-.YYYY.-,
HLC-CPR-.YYYY.-,HLC-CPR-.YYYY.-,
HLC-ENC-.YYYY.-,HLC-ENC-.YYYY.-,
HLC-IME-.YYYY.-,HLC-IME-.YYYY.-,
HLC-IMO-.YYYY.-,HLC-IMO-.YYYY.-,
HLC-INP-.YYYY.-,HLC-INP-.YYYY.-,
HLC-LAB-.YYYY.-,HLC-LAB-.YYYY.-,
HLC-PA-.YYYY.-,HLC-PA-.YYYY.-,
HLC-PAT-.YYYY.-,HLC-PAT-.YYYY.-,
HLC-PMR-.YYYY.-,HLC-PMR-.YYYY.-,
HLC-PRAC-.YYYY.-,HLC-PRAC-.YYYY.-,
HLC-SC-.YYYY.-,HLC-SC-.YYYY.-,
HLC-THP-.YYYY.-,HLC-THP-.YYYY.-,
HLC-VTS-.YYYY.-,HLC-VTS-.YYYY.-,
HR,Recursos Humanos,
HR Manager,Gerente de recursos humanos (RRHH),
HR Settings,Configuración de recursos humanos (RRHH),
HR User,Usuario de recursos humanos,
HR-ADS-.YY.-.MM.-,HR-ADS-.YY .-. MM.-,
HR-APR-.YY.-.MM.,HR-APR-.YY.-.MM.,
HR-ATT-.YYYY.-,HR-ATT-.YYYY.-,
HR-DRI-.YYYY.-,HR-DRI-.YYYY.-,
HR-EAD-.YYYY.-,HR-EAD-.YYYY.-,
HR-EMP-,HR-EMP-,
HR-EXP-.YYYY.-,HR-EXP-.YYYY.-,
HR-LAL-.YYYY.-,HR-LAL-.YYYY.-,
HR-LAP-.YYYY.-,HR-LAP-.YYYY.-,
HR-VLOG-.YYYY.-,HR-VLOG-.YYYY.-,
HSN,HSN,
HSN Code,Código HSN,
HSN-wise-summary of outward supplies,HSN-wise-sumario de los suministros exteriores,
HSN/SAC,HSN / SAC,
HTML / Banner that will show on the top of product list.,HTML / Banner que aparecerá en la parte superior de la lista de productos.,
Haircut,Corte de pelo,
Haircut %,Corte de pelo %,
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,El porcentaje de quita es la diferencia porcentual entre el valor de mercado de la Garantía de Préstamo y el valor atribuido a esa Garantía de Préstamo cuando se utiliza como garantía para ese préstamo.,
Half Day,Medio Día,
Half Day Date,Fecha de Medio Día,
Half Day Date is mandatory,La fecha de medio día es obligatoria,
Half Day Date should be between From Date and To Date,Fecha de medio día debe estar entre la fecha desde y fecha hasta,
Half Day Date should be in between Work From Date and Work End Date,La fecha de medio día debe estar entre la fecha de trabajo y la fecha de finalización del trabajo,
Half Yearly,Semestral,
Half day date should be in between from date and to date,La fecha del medio día debe estar entre la fecha y la fecha,
Half-Yearly,Semestral,
Halted,Halted,
Hardware,Hardware,
Has Batch No,Posee número de lote,
Has Certificate,Has Certificate,
Has Expiry Date,Tiene fecha de caducidad,
Has Print Format,Tiene Formato de Impresión,
Has Serial No,Posee número de serie,
Has Variants,Posee variantes,
Has any past Grant Record,Tiene algún registro de subvención anterior,
Have Default Naming Series for Batch ID?,Identificación de Lote,
Head of Marketing and Sales,Director de marketing y ventas,
Headers,Encabezados,
Heads (or groups) against which Accounting Entries are made and balances are maintained.,Cuentas (o grupos) para el cual los asientos contables se crean y se mantienen los saldos,
Health Care,Asistencia médica,
Health Details,Detalles de salud,
Health Insurance,Seguro de Salud,
Health Insurance Name,Nombre del Seguro de Salud,
Health Insurance No,Seguro de Salud Nro,
Health Insurance Provider,Proveedor de Seguro de Salud,
Healthcare,Atención Médica,
Healthcare (beta),Atención Médica (beta),
Healthcare Administrator,Administrador de Atención Médica,
Healthcare Practitioner,Profesional de la salud,
Healthcare Practitioner (Primary),Profesional de la salud (primaria),
Healthcare Practitioner (Secondary),Médico de atención médica (secundaria),
Healthcare Practitioner not available on {0},Profesional de la salud no está disponible en {0},
Healthcare Practitioner {0} not available on {1},El profesional de la salud {0} no está disponible en {1},
Healthcare Schedule Time Slot,Horario de atención médica Horario,
Healthcare Service,Healthcare Service,
Healthcare Service Items,Artículos de servicios de salud,
Healthcare Service Unit,Unidad de servicios de salud,
Healthcare Service Unit Tree,Árbol de unidad de servicio de salud,
Healthcare Service Unit Type,Tipo de unidad de servicio de salud,
Healthcare Service Unit Type cannot have both {0} and {1},El tipo de unidad de servicio sanitario no puede tener {0} y {1},
Healthcare Service Unit Type must allow atleast one among {0} and {1},El tipo de unidad de servicio sanitario debe permitir al menos uno entre {0} y {1},
Healthcare Service Units,Unidades de servicio sanitario,
Healthcare Services,Servicios de atención médica,
Healthcare Settings,Configuración de Atención Médica,
Heart Rate / Pulse,Frecuencia Cardíaca / Pulso,
Height (In Meter),Altura (en Metros),
Height (cm),Height (cm),
Help,Ayuda,
Help Article,Artículo de Ayuda,
Help Articles,Artículos de Ayuda,
Help HTML,Ayuda 'HTML',
Help Results for,Resultados de ayuda para,
Help Section,Sección de Ayuda,
Help Text,texto de ayuda,
Here are the options to proceed:,Estas son las opciones para continuar:,
"Here is your webhook secret for {0} API, this will be shown to you only once.","Here is your webhook secret for {0} API, this will be shown to you only once.",
"Here you can maintain family details like name and occupation of parent, spouse and children","Aquí usted puede ingresar los detalles de la familia como el nombre y ocupación de los padres, cónyuge e hijos",
"Here you can maintain height, weight, allergies, medical concerns etc","Aquí usted puede ingresar la altura, el peso, alergias, problemas médicos, etc.",
Hero Image,Imagen de héroe,
Hero Section,Sección de héroe,
Hero Section Based On,Sección de héroe basada en,
Hey {}! This email is to remind you about the upcoming holidays.,Hey {}! This email is to remind you about the upcoming holidays.,
"Hi,","Hi,",
Hidden list maintaining the list of contacts linked to Shareholder,Lista oculta manteniendo la lista de contactos vinculados al Accionista,
Hide Currency Symbol,Ocultar el símbolo de moneda,
Hide Customer's Tax ID from Sales Transactions,Ocultar el número de identificación fiscal del cliente en las transacciones de ventas,
Hide Images,Ocultar imágenes,
Hide Unavailable Items,Ocultar elementos no disponibles,
High,Alto,
High Sensitivity,Alta sensibilidad,
"Higher the number, higher the priority","Cuanto mayor sea el número, mayor es la prioridad",
Hiring Settings,Configuraciones de contratación,
History In Company,Historia en la Compañia,
Hold,Mantener,
Hold Invoice,Retener la Factura,
Hold Type,Tipo de Pausa,
Holiday,Vacaciones,
Holiday List,Lista de festividades,
Holiday List Name,Nombre de festividad,
Holiday List for Optional Leave,Lista de vacaciones para la licencia opcional,
Holiday Management,Gestión de Vacaciones,
Holidays,Vacaciones,
Holidays this Month.,Holidays this Month.,
Holidays this Week.,Holidays this Week.,
Home,Inicio,
Home Address,Direccion de casa,
"Home, Work, etc.","Hogar, trabajo, etc.",
Homepage,Página Principal,
Homepage Featured Product,Producto destacado en página de inicio,
Homepage Section,Sección de la página de inicio,
Homepage Section Card,Tarjeta de sección de página de inicio,
Homepage Slideshow,Presentación de diapositivas,
Hospital,Hospital,
Hotel Manager,Gerente del Hotel,
Hotel Reservation User,Usuario de Reserva de Hotel,
Hotel Room,Habitación de Hotel,
Hotel Room Amenity,Amenidades de la Habitación del Hotel,
Hotel Room Occupancy,Ocupación de la Habitación del Hotel,
Hotel Room Package,Paquete de Habitación de Hotel,
Hotel Room Pricing,Precios de Habitación de Hotel,
Hotel Room Pricing Item,Elemento de Precios de la Habitación del Hotel,
Hotel Room Pricing Package,Paquete de Precios de la habitación del hotel,
Hotel Room Reservation,Reserva de Habitación de Hotel,
Hotel Room Reservation Item,Elemento de Reserva de Habitación de Hotel,
Hotel Room Type,Tipo de Habitación del Hotel,
Hotel Rooms of type {0} are unavailable on {1},Las habitaciones de hotel del tipo {0} no están disponibles en {1},
Hotel Settings,Configuración del Hotel,
Hotels,Hoteles,
Hour,Hora,
Hour Rate,Salario por hora,
Hour Rate (Company Currency),Hour Rate (Company Currency),
Hourly,Cada Hora,
Hours,Horas,
House Name,Nombre de la casa,
House rent paid days overlapping with {0},Alquiler de casa pagado días superpuestos con {0},
House rented dates required for exemption calculation,Fechas de alquiler de la casa requeridas para el cálculo de la exención,
House rented dates should be atleast 15 days apart,Las fechas de alquiler de la casa deben ser al menos con 15 días de diferencia,
How Pricing Rule is applied?,¿Cómo se aplica la regla precios?,
How frequently?,¿Con qué frecuencia?,
How often should Project and Company be updated based on Sales Transactions?,¿Con qué frecuencia se deben actualizar el proyecto y la empresa en función de las transacciones de ventas?,
Hrs,Horas,
Hub Category,Categoría de Hub,
Hub Category to Publish,Categoría de Hub para Publicar,
Hub Node,Nodo del centro de actividades,
Hub Password,Contraseña del concentrador,
Hub Publishing Details,Detalle de Publicación del Hub,
Hub Seller Name,Nombre del vendedor de Hub,
Hub Sync ID,ID de Sincronización del Hub,
Hub Tracked Item,Artículo rastreado Hub,
Hub User,Usuario de Hub,
Hub Users,Usuarios de Hub,
Hub Warehouse,Almacén del Hub,
Human Resources,Recursos humanos,
Hyper,Hiper,
I,Yo,
IBAN,IBAN,
IBAN is not valid,IBAN no es válido,
ID,Identificador,
IFSC,IFSC,
IFSC Code,Código IFSC,
IGST Account,Cuenta IGST,
IGST Amount,Monto IGST,
II,II,
III,III,
IN,EN,
INR,INR,
IP Address,Dirección IP,
IRN Cancelled - {},IRN Cancelled - {},
IRN Generated,IRN Generated,
IRN No.,IRN No.,
IRN generation is not allowed for invoices dated before 1st Jan 2021,IRN generation is not allowed for invoices dated before 1st Jan 2021,
IRN not found. You must generate IRN before cancelling.,IRN not found. You must generate IRN before cancelling.,
IRS 1099,IRS 1099,
ISO 8601 standard,Norma ISO 8601,
ISS-.YYYY.-,ISS-.YYYY.-,
IT,IT,
ITC Available (whether in full or part),ITC Available (whether in full or part),
ITC Reversed,ITC invertido,
IV,IV,
Id,Carné de identidad,
Identification Document Number,Numero de Documento de Identificacion,
Identification Document Type,Tipo de Documento de Identificación,
Identification Number (UID),Identification Number (UID),
Identification of the package for the delivery (for print),La identificación del paquete para la entrega (para impresión),
Identifying Decision Makers,Identificando a los Tomadores de Decisiones,
"If ""Link Customer to Patient"" is checked in Healthcare Settings and an existing Customer is not selected then, a Customer will be created for this Patient for recording transactions in Accounts module.","Si &quot;Vincular cliente a paciente&quot; está marcado en Configuración de atención médica y no se selecciona un Cliente existente, se creará un Cliente para este Paciente para registrar transacciones en el módulo Cuentas.",
"If ""Months"" is selected, a fixed amount will be booked as deferred revenue or expense for each month irrespective of the number of days in a month. It will be prorated if deferred revenue or expense is not booked for an entire month","Si se selecciona &quot;Meses&quot;, se registrará una cantidad fija como ingreso o gasto diferido para cada mes, independientemente de la cantidad de días en un mes. Se prorrateará si los ingresos o gastos diferidos no se registran durante un mes completo.",
"If Auto Opt In is checked, then the customers will be automatically linked with the concerned Loyalty Program (on save)","Si la opción Auto Opt In está marcada, los clientes se vincularán automáticamente con el programa de lealtad en cuestión (al guardar)",
If Income or Expense,Indique si es un ingreso o egreso,
"If Shopify does not have a customer in the order, then while syncing the orders, the system will consider the default customer for the order","Si Shopify no tiene un cliente en el pedido, mientras sincroniza los pedidos, el sistema considerará el cliente predeterminado para el pedido.",
"If blank, parent Warehouse Account or company default will be considered in transactions","Si está en blanco, la cuenta de almacén principal o el incumplimiento de la empresa se considerarán en las transacciones",
"If checked, Rejected Quantity will be included while making Purchase Invoice from Purchase Receipt.","Al tildar esta opción, la cantidad rechazada será incluída en la Factura de compra hecha desde un Recibo de compra.",
"If checked, Total no. of Working Days will include holidays, and this will reduce the value of Salary Per Day","Si se marca, el número total de días trabajados incluirá las vacaciones, y este reducirá el salario por día.",
